observation_date,source,instrument_id,settlement_price,dv01_usd_per_bp
2022-10-12,ERIS,ERIS-YIT-202209,95.6374,
2022-10-12,ERIS,ERIS-YIW-202209,90.4941,
2022-10-12,YAHOO,YAHOO-CONTINUOUS-ZF,107.171875,
2022-10-12,YAHOO,YAHOO-CONTINUOUS-ZT,102.56640625,
2022-10-13,ERIS,ERIS-YIT-202209,95.3216,
2022-10-13,ERIS,ERIS-YIW-202209,90.1861,
2022-10-13,YAHOO,YAHOO-CONTINUOUS-ZF,106.6953125,
2022-10-13,YAHOO,YAHOO-CONTINUOUS-ZT,102.23828125,
2022-10-14,ERIS,ERIS-YIT-202209,95.1982,
2022-10-14,ERIS,ERIS-YIW-202209,89.9384,
2022-10-14,YAHOO,YAHOO-CONTINUOUS-ZF,106.40625,
